,id_student,num_of_prev_attempts,studied_credits,assessments_submitted_cutoff,avg_assessment_score_cutoff,sum_weighted_score_cutoff,latest_submit_day_cutoff,total_clicks_cutoff,interactions_cutoff,active_days_cutoff,daily_clicks_mean_cutoff,daily_clicks_std_cutoff,avg_clicks_per_active_day_cutoff,clicks_cutoff_dataplus,clicks_cutoff_dualpane,clicks_cutoff_externalquiz,clicks_cutoff_forumng,clicks_cutoff_glossary,clicks_cutoff_homepage,clicks_cutoff_htmlactivity,clicks_cutoff_oucollaborate,clicks_cutoff_oucontent,clicks_cutoff_ouelluminate,clicks_cutoff_ouwiki,clicks_cutoff_page,clicks_cutoff_questionnaire,clicks_cutoff_quiz,clicks_cutoff_repeatactivity,clicks_cutoff_resource,clicks_cutoff_sharedsubpage,clicks_cutoff_subpage,clicks_cutoff_url
id_student,1.0,0.007397185399219976,-0.00595572468340785,-0.008694558337251313,0.03159055243769285,0.010695652733111941,-0.015200353955559655,0.04475773751654941,0.051665414772427594,0.04494994221782991,0.03515020742354579,0.015288852886353574,0.03515020742354579,0.0507995943273351,0.003943779506239288,0.03612757767121761,0.03748323587395008,0.006811937411138383,0.04363998555138242,0.011765613713737442,0.026078784528098656,0.02928282569811688,0.004527883371837201,0.03407826549781255,-0.014235970152508345,0.007710038639384305,0.009720218006531027,-0.002655819377257623,0.018927652419098294,-0.005118282214737946,0.04606162744942676,0.03399825147878876
num_of_prev_attempts,0.007397185399219976,1.0,0.19817631403175523,0.05040351034926148,-0.06889635372839469,-0.013291215119909397,-0.08703816381235999,-0.06571992224075364,-0.0743929535065963,-0.08728514425740408,-0.06147274584648478,-0.052134307650289015,-0.06147274584648478,-0.017315193831363675,-0.03592336991374831,0.016988125023083604,-0.03391572557203986,-0.0009320747423241009,-0.05385410363350841,-0.02200353897391362,-0.03184140533879369,-0.056505046830016524,0.00986545817507427,-0.013674190676493276,-0.009197767090149715,-0.020929656142442854,-0.06049288789653675,-0.0029528794686822556,-0.03593307030229818,-0.003267143051747996,-0.03289460519720249,-0.04160367050295863
studied_credits,-0.00595572468340785,0.19817631403175523,1.0,0.1937297636175316,-0.0014153172890483804,0.18005486849914595,0.10876585242285855,0.05989229893331049,0.08386007198664466,0.09530320200069317,0.024098569084931753,0.04728650458017916,0.024098569084931753,-0.0006438983001516044,0.004524299501383589,0.02173061489358789,0.029470869133502935,2.5866691279765167e-05,0.06536410140574217,0.05376860109600827,0.015572154573513873,0.03087742985112594,0.025392636194927196,0.055704145803511455,0.0804433604291123,0.069559299039617,0.03864464807923769,0.016791777178029297,0.012770908347282513,0.007302971516058615,0.1045384770323467,0.013212389419931964
assessments_submitted_cutoff,-0.008694558337251313,0.05040351034926148,0.1937297636175316,1.0,0.2086482427216885,0.5199889976167679,0.6211674641576614,0.11120212838071995,0.20066576603012692,0.2440301378803844,-0.025899272559512763,-0.06647521323439312,-0.025899272559512763,-0.03947317200949817,-0.04092380257067317,0.2514576243925523,0.18807655106182042,0.026918536898305027,0.15540802247323823,0.0038692458939051416,-0.022259502520315173,-0.0936537063757196,0.162298567738255,0.15761342294851807,0.018572668217328028,0.025448065428405765,-0.005484602778789645,0.001198424965221434,0.06739807258928592,0.08819301109360703,0.17792297906541887,0.2283145811213709
avg_assessment_score_cutoff,0.03159055243769285,-0.06889635372839469,-0.0014153172890483804,0.2086482427216885,1.0,0.4980473442846621,0.20084154280380853,0.2456906825853505,0.2830364381885345,0.31893415292672633,0.14353926412412357,0.09377550009763798,0.14353926412412357,-0.008234160114016932,0.09042675409640283,0.037692345408585626,0.20073424404848614,0.031131286345537662,0.22222215622453173,0.053541141986074306,0.0765019884461285,0.14347646652360854,0.039236440095604536,0.11295865168443395,0.0511915171214906,0.10849628094040206,0.1603124470209949,-6.056957509619046e-05,0.05633120087567449,0.01866661043019832,0.1573508468346223,0.1844259745425218
sum_weighted_score_cutoff,0.010695652733111941,-0.013291215119909397,0.18005486849914595,0.5199889976167679,0.4980473442846621,1.0,0.60923010476065,0.4293364089068096,0.4967803865486234,0.5028108453096436,0.29578888649512314,0.16937811686767193,0.29578888649512314,-0.006638620600040616,0.2704565584153964,0.0762103206624307,0.2777455669346326,0.015506581338829,0.3434100499604698,0.21155665822574188,0.13201439062994144,0.41294495008687937,0.13748143037266233,0.3341131054643871,0.3164622057256982,0.3833110421166697,0.14920052085646796,0.008282748308353826,0.026509063114936927,0.02909214354802326,0.40010128896132247,0.3136430882740012
latest_submit_day_cutoff,-0.015200353955559655,-0.08703816381235999,0.10876585242285855,0.6211674641576614,0.20084154280380853,0.60923010476065,1.0,0.2570422439476207,0.30947976132343225,0.3143142579166032,0.16026812497274576,0.08092805694553298,0.16026812497274576,-0.04259477655552596,0.12865836448692178,0.040478579330958844,0.1875461015280638,-0.003556256258499267,0.20326445176505467,0.16144389749173543,0.045228341185721346,0.17318160284772618,0.09343134596088203,0.22069345188681871,0.21056195552612006,0.26549763319811254,0.13622018907472247,0.010761656715128203,0.052210554727633134,0.055462460150889924,0.2842126221965849,0.14191127819087307
total_clicks_cutoff,0.04475773751654941,-0.06571992224075364,0.05989229893331049,0.11120212838071995,0.2456906825853505,0.4293364089068096,0.2570422439476207,1.0,0.9199101954288263,0.7906091619880116,0.740846128435137,0.5178624185929236,0.740846128435137,0.07036430513741274,0.37162383588005304,0.08203679386353785,0.7593220409232423,0.06643890628822799,0.8629181936139843,0.25154133904448067,0.28759386645993334,0.7401801731181992,0.24438014765767818,0.4768088989227653,0.49356514295740833,0.5516509887275387,0.5738315614359415,0.034641154289726396,0.252084178989037,0.028382444934863967,0.7310486875969819,0.4495968857977402
interactions_cutoff,0.051665414772427594,-0.0743929535065963,0.08386007198664466,0.20066576603012692,0.2830364381885345,0.4967803865486234,0.30947976132343225,0.9199101954288263,1.0,0.9093206094774268,0.5895011532127659,0.3574097655849246,0.5895011532127659,0.06345134501327596,0.3451046543178414,0.2226715985590747,0.6630292441976474,0.09141495408974817,0.823597718364757,0.2477422630889295,0.34398125608455643,0.6721497728460595,0.28973341334932684,0.5554773412875083,0.488628948478326,0.5417755596457237,0.4679170623729509,0.026278656490956356,0.2756644462194749,0.027962998741476758,0.8077502354776269,0.5135904277148887
active_days_cutoff,0.04494994221782991,-0.08728514425740408,0.09530320200069317,0.2440301378803844,0.31893415292672633,0.5028108453096436,0.3143142579166032,0.7906091619880116,0.9093206094774268,1.0,0.373435996501592,0.23327664070166165,0.373435996501592,0.07192609823955497,0.2655265114594748,0.242350650216615,0.5883429367123133,0.09060550626966314,0.7595596808901861,0.1758042103351746,0.32683343217233624,0.557133469793069,0.22685748051416565,0.45937020140344226,0.34363105281581713,0.40305309450729043,0.3696680083808115,0.021398809953326943,0.2456856859188512,0.03778657666870827,0.6522706844425296,0.49125381954399405
daily_clicks_mean_cutoff,0.03515020742354579,-0.06147274584648478,0.024098569084931753,-0.025899272559512763,0.14353926412412357,0.29578888649512314,0.16026812497274576,0.740846128435137,0.5895011532127659,0.373435996501592,1.0,0.7793557642678623,1.0,0.03817929803845437,0.3085794755846057,-0.047482564334122325,0.49882199091137164,0.021395074673137806,0.548970801324466,0.23156849037796484,0.1699748173713868,0.618016950929162,0.15968066688702368,0.3045975639315052,0.4357329876349862,0.4560676985857547,0.5333134383711251,0.01993298142802005,0.19958756941938674,0.010980532200136771,0.5265394154521812,0.24778909965486556
daily_clicks_std_cutoff,0.015288852886353574,-0.052134307650289015,0.04728650458017916,-0.06647521323439312,0.09377550009763798,0.16937811686767193,0.08092805694553298,0.5178624185929236,0.3574097655849246,0.23327664070166165,0.7793557642678623,1.0,0.7793557642678623,0.010804194484001684,0.19255186169247301,-0.06233164560906137,0.2499850795204977,-0.0009804459233195607,0.4187355962344855,0.15902447929265934,0.11179399525360005,0.42280125005045505,0.08252538808905444,0.1641976078383665,0.2788557191111396,0.28405635408475516,0.4797696104619854,0.02162897207867528,0.3668426222127633,-0.0026134812325477453,0.3653967282640512,0.11603467679478781
avg_clicks_per_active_day_cutoff,0.03515020742354579,-0.06147274584648478,0.024098569084931753,-0.025899272559512763,0.14353926412412357,0.29578888649512314,0.16026812497274576,0.740846128435137,0.5895011532127659,0.373435996501592,1.0,0.7793557642678623,1.0,0.03817929803845437,0.3085794755846057,-0.047482564334122325,0.49882199091137164,0.021395074673137806,0.548970801324466,0.23156849037796484,0.1699748173713868,0.618016950929162,0.15968066688702368,0.3045975639315052,0.4357329876349862,0.4560676985857547,0.5333134383711251,0.01993298142802005,0.19958756941938674,0.010980532200136771,0.5265394154521812,0.24778909965486556
clicks_cutoff_dataplus,0.0507995943273351,-0.017315193831363675,-0.0006438983001516044,-0.03947317200949817,-0.008234160114016932,-0.006638620600040616,-0.04259477655552596,0.07036430513741274,0.06345134501327596,0.07192609823955497,0.03817929803845437,0.010804194484001684,0.03817929803845437,1.0,-0.015174006202770282,-0.01485897182667184,0.0684959939359124,-0.001315668538044507,0.07632224334903433,-0.00907045729280055,-0.007894558184016435,0.0899648471004423,-0.010448822698756488,-0.022109734296815883,-0.021095118053009714,-0.01828577262845072,-0.024664433994063928,-0.0005215084344578147,-0.006110932496686908,-0.0033381374990531934,0.01046741314623349,0.06720722778285737
clicks_cutoff_dualpane,0.003943779506239288,-0.03592336991374831,0.004524299501383589,-0.04092380257067317,0.09042675409640283,0.2704565584153964,0.12865836448692178,0.37162383588005304,0.3451046543178414,0.2655265114594748,0.3085794755846057,0.19255186169247301,0.3085794755846057,-0.015174006202770282,1.0,-0.06535339986473704,0.17035482982362704,-0.011869904865443757,0.24811999684599179,-0.03733130791588255,0.05880090606736259,0.44327748522241234,0.19113890365581396,0.23280261654274625,0.4011824382630677,0.4768587904187664,0.19886126108287605,0.07119047970269402,0.04692935817652183,-0.014681946861726572,0.313228087401242,0.15943501639774052
clicks_cutoff_externalquiz,0.03612757767121761,0.016988125023083604,0.02173061489358789,0.2514576243925523,0.037692345408585626,0.0762103206624307,0.040478579330958844,0.08203679386353785,0.2226715985590747,0.242350650216615,-0.047482564334122325,-0.06233164560906137,-0.047482564334122325,-0.01485897182667184,-0.06535339986473704,1.0,0.05601012030444082,0.10466132521701138,0.208730869672554,-0.05426586559764818,0.13809291302772686,-0.06687719277629717,0.2152243244147668,0.34080460103337595,-0.05422786228960049,-0.08708315068758855,-0.1285779451128288,-0.002246100917220699,0.14539414754487817,-0.014377128351196982,0.3218387626085396,0.3498628590180529
clicks_cutoff_forumng,0.03748323587395008,-0.03391572557203986,0.029470869133502935,0.18807655106182042,0.20073424404848614,0.2777455669346326,0.1875461015280638,0.7593220409232423,0.6630292441976474,0.5883429367123133,0.49882199091137164,0.2499850795204977,0.49882199091137164,0.0684959939359124,0.17035482982362704,0.05601012030444082,1.0,0.04539018605137104,0.7150224184404984,0.09192213275698945,0.19384969418542716,0.27672613277560176,0.14053731073435202,0.23298630980016735,0.1983620628838422,0.22655753410832574,0.2019062779962191,0.015896664990719223,0.12346851024932134,0.089037269945807,0.36709291723494347,0.33530178536462135
clicks_cutoff_glossary,0.006811937411138383,-0.0009320747423241009,2.5866691279765167e-05,0.026918536898305027,0.031131286345537662,0.015506581338829,-0.003556256258499267,0.06643890628822799,0.09141495408974817,0.09060550626966314,0.021395074673137806,-0.0009804459233195607,0.021395074673137806,-0.001315668538044507,-0.011869904865443757,0.10466132521701138,0.04539018605137104,1.0,0.075212612478852,-0.011646988209889218,0.05811444231333583,-0.011524503211405879,0.01570759297953946,0.0698053377654735,-0.014125134020807317,-0.014949073546764752,-0.03379861010834999,0.00011909961897792513,0.04986683434749329,0.002288619614251191,0.12828509247049774,0.0912001773294251
clicks_cutoff_homepage,0.04363998555138242,-0.05385410363350841,0.06536410140574217,0.15540802247323823,0.22222215622453173,0.3434100499604698,0.20326445176505467,0.8629181936139843,0.823597718364757,0.7595596808901861,0.548970801324466,0.4187355962344855,0.548970801324466,0.07632224334903433,0.24811999684599179,0.208730869672554,0.7150224184404984,0.075212612478852,1.0,0.15969308237061217,0.27975611451833543,0.5028009702700533,0.23390083526466937,0.4366332300298895,0.3245236803951936,0.3626112489976699,0.35099711114182947,0.02933759373894629,0.21312534012329984,0.039458385252412125,0.6285588578567164,0.5349093710919681
clicks_cutoff_htmlactivity,0.011765613713737442,-0.02200353897391362,0.05376860109600827,0.0038692458939051416,0.053541141986074306,0.21155665822574188,0.16144389749173543,0.25154133904448067,0.2477422630889295,0.1758042103351746,0.23156849037796484,0.15902447929265934,0.23156849037796484,-0.00907045729280055,-0.03733130791588255,-0.05426586559764818,0.09192213275698945,-0.011646988209889218,0.15969308237061217,1.0,0.13088371493275333,0.29856696083630424,-0.03815973371768521,0.1863524670367155,0.07211672936284964,0.2841370562576673,0.17845287649792,-0.0019045804072075666,0.018050602226313925,-0.012191080445076661,0.2578695528081895,0.04294299092539588
clicks_cutoff_oucollaborate,0.026078784528098656,-0.03184140533879369,0.015572154573513873,-0.022259502520315173,0.0765019884461285,0.13201439062994144,0.045228341185721346,0.28759386645993334,0.34398125608455643,0.32683343217233624,0.1699748173713868,0.11179399525360005,0.1699748173713868,-0.007894558184016435,0.05880090606736259,0.13809291302772686,0.19384969418542716,0.05811444231333583,0.27975611451833543,0.13088371493275333,1.0,0.19674072314849947,-0.07089187891642564,0.2147246893574353,0.09311488261492878,0.12661431188666994,0.11725366922508436,0.009156556252170243,0.13180175316477483,-0.01662399147500074,0.2973166018199424,0.14327253281547062
clicks_cutoff_oucontent,0.02928282569811688,-0.056505046830016524,0.03087742985112594,-0.0936537063757196,0.14347646652360854,0.41294495008687937,0.17318160284772618,0.7401801731181992,0.6721497728460595,0.557133469793069,0.618016950929162,0.42280125005045505,0.618016950929162,0.0899648471004423,0.44327748522241234,-0.06687719277629717,0.27672613277560176,-0.011524503211405879,0.5028009702700533,0.29856696083630424,0.19674072314849947,1.0,0.18396770754249706,0.40654245097606845,0.5630959591019518,0.640974650349769,0.377440080605149,0.02534685760024812,0.0882514996761259,-0.03421561842933635,0.5893929148555104,0.2733679498557404
clicks_cutoff_ouelluminate,0.004527883371837201,0.00986545817507427,0.025392636194927196,0.162298567738255,0.039236440095604536,0.13748143037266233,0.09343134596088203,0.24438014765767818,0.28973341334932684,0.22685748051416565,0.15968066688702368,0.08252538808905444,0.15968066688702368,-0.010448822698756488,0.19113890365581396,0.2152243244147668,0.14053731073435202,0.01570759297953946,0.23390083526466937,-0.03815973371768521,-0.07089187891642564,0.18396770754249706,1.0,0.271414515137467,0.27614123621103337,0.21365459025990868,0.07064349154774366,-0.0015794572142217112,0.07728797394737463,-8.211718139044979e-05,0.3028382912925338,0.25818930975518767
clicks_cutoff_ouwiki,0.03407826549781255,-0.013674190676493276,0.055704145803511455,0.15761342294851807,0.11295865168443395,0.3341131054643871,0.22069345188681871,0.4768088989227653,0.5554773412875083,0.45937020140344226,0.3045975639315052,0.1641976078383665,0.3045975639315052,-0.022109734296815883,0.23280261654274625,0.34080460103337595,0.23298630980016735,0.0698053377654735,0.4366332300298895,0.1863524670367155,0.2147246893574353,0.40654245097606845,0.271414515137467,1.0,0.37567073355412395,0.4407620360591868,0.13707358207878545,0.007589508712407812,0.15427226893044513,-0.023532050782026595,0.6392991705284375,0.3338779633521154
clicks_cutoff_page,-0.014235970152508345,-0.009197767090149715,0.0804433604291123,0.018572668217328028,0.0511915171214906,0.3164622057256982,0.21056195552612006,0.49356514295740833,0.488628948478326,0.34363105281581713,0.4357329876349862,0.2788557191111396,0.4357329876349862,-0.021095118053009714,0.4011824382630677,-0.05422786228960049,0.1983620628838422,-0.014125134020807317,0.3245236803951936,0.07211672936284964,0.09311488261492878,0.5630959591019518,0.27614123621103337,0.37567073355412395,1.0,0.6073079785587878,0.2967606584162589,0.028410887085443426,0.07361504884985165,-0.02127092477603275,0.5293730861934602,0.1482859153136634
clicks_cutoff_questionnaire,0.007710038639384305,-0.020929656142442854,0.069559299039617,0.025448065428405765,0.10849628094040206,0.3833110421166697,0.26549763319811254,0.5516509887275387,0.5417755596457237,0.40305309450729043,0.4560676985857547,0.28405635408475516,0.4560676985857547,-0.01828577262845072,0.4768587904187664,-0.08708315068758855,0.22655753410832574,-0.014949073546764752,0.3626112489976699,0.2841370562576673,0.12661431188666994,0.640974650349769,0.21365459025990868,0.4407620360591868,0.6073079785587878,1.0,0.3487540829341868,0.01774525817952619,0.05846689872717849,-0.019563636988942385,0.5337856251358564,0.11951195267820554
clicks_cutoff_quiz,0.009720218006531027,-0.06049288789653675,0.03864464807923769,-0.005484602778789645,0.1603124470209949,0.14920052085646796,0.13622018907472247,0.5738315614359415,0.4679170623729509,0.3696680083808115,0.5333134383711251,0.4797696104619854,0.5333134383711251,-0.024664433994063928,0.19886126108287605,-0.1285779451128288,0.2019062779962191,-0.03379861010834999,0.35099711114182947,0.17845287649792,0.11725366922508436,0.377440080605149,0.07064349154774366,0.13707358207878545,0.2967606584162589,0.3487540829341868,1.0,0.03919034042418466,0.12183808064006446,-0.016367652267325644,0.36972868084115185,0.05703532611087329
clicks_cutoff_repeatactivity,-0.002655819377257623,-0.0029528794686822556,0.016791777178029297,0.001198424965221434,-6.056957509619046e-05,0.008282748308353826,0.010761656715128203,0.034641154289726396,0.026278656490956356,0.021398809953326943,0.01993298142802005,0.02162897207867528,0.01993298142802005,-0.0005215084344578147,0.07119047970269402,-0.002246100917220699,0.015896664990719223,0.00011909961897792513,0.02933759373894629,-0.0019045804072075666,0.009156556252170243,0.02534685760024812,-0.0015794572142217112,0.007589508712407812,0.028410887085443426,0.01774525817952619,0.03919034042418466,1.0,0.0040364265269622526,-0.0005045970734646266,0.027389049941857955,0.01719132429963454
clicks_cutoff_resource,0.018927652419098294,-0.03593307030229818,0.012770908347282513,0.06739807258928592,0.05633120087567449,0.026509063114936927,0.052210554727633134,0.252084178989037,0.2756644462194749,0.2456856859188512,0.19958756941938674,0.3668426222127633,0.19958756941938674,-0.006110932496686908,0.04692935817652183,0.14539414754487817,0.12346851024932134,0.04986683434749329,0.21312534012329984,0.018050602226313925,0.13180175316477483,0.0882514996761259,0.07728797394737463,0.15427226893044513,0.07361504884985165,0.05846689872717849,0.12183808064006446,0.0040364265269622526,1.0,0.011594771335873326,0.2687637678379486,0.15261845044827532
clicks_cutoff_sharedsubpage,-0.005118282214737946,-0.003267143051747996,0.007302971516058615,0.08819301109360703,0.01866661043019832,0.02909214354802326,0.055462460150889924,0.028382444934863967,0.027962998741476758,0.03778657666870827,0.010980532200136771,-0.0026134812325477453,0.010980532200136771,-0.0033381374990531934,-0.014681946861726572,-0.014377128351196982,0.089037269945807,0.002288619614251191,0.039458385252412125,-0.012191080445076661,-0.01662399147500074,-0.03421561842933635,-8.211718139044979e-05,-0.023532050782026595,-0.02127092477603275,-0.019563636988942385,-0.016367652267325644,-0.0005045970734646266,0.011594771335873326,1.0,-0.006853868269138948,0.03214144038375545
clicks_cutoff_subpage,0.04606162744942676,-0.03289460519720249,0.1045384770323467,0.17792297906541887,0.1573508468346223,0.40010128896132247,0.2842126221965849,0.7310486875969819,0.8077502354776269,0.6522706844425296,0.5265394154521812,0.3653967282640512,0.5265394154521812,0.01046741314623349,0.313228087401242,0.3218387626085396,0.36709291723494347,0.12828509247049774,0.6285588578567164,0.2578695528081895,0.2973166018199424,0.5893929148555104,0.3028382912925338,0.6392991705284375,0.5293730861934602,0.5337856251358564,0.36972868084115185,0.027389049941857955,0.2687637678379486,-0.006853868269138948,1.0,0.43219422029083
clicks_cutoff_url,0.03399825147878876,-0.04160367050295863,0.013212389419931964,0.2283145811213709,0.1844259745425218,0.3136430882740012,0.14191127819087307,0.4495968857977402,0.5135904277148887,0.49125381954399405,0.24778909965486556,0.11603467679478781,0.24778909965486556,0.06720722778285737,0.15943501639774052,0.3498628590180529,0.33530178536462135,0.0912001773294251,0.5349093710919681,0.04294299092539588,0.14327253281547062,0.2733679498557404,0.25818930975518767,0.3338779633521154,0.1482859153136634,0.11951195267820554,0.05703532611087329,0.01719132429963454,0.15261845044827532,0.03214144038375545,0.43219422029083,1.0
